id,code,item_set_version,kind,domain,facet,keyed,anchor,block_no,linking,status,quality_rule,text_ja,screening,note
2115,V02-D08-07,0.2,personality,D08,時間による回復,1,false,4,false,candidate,,普段、嫌な気持ちになっても、時間がたつと自然に薄れていく。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2116,V02-D08-08,0.2,personality,D08,再想起による再燃,-1,false,5,false,candidate,,普段、不快な出来事は、思い出すたびにそのときの気分がよみがえる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2117,V02-D08-09,0.2,personality,D08,区切りによる回復,1,false,6,false,candidate,,普段、面倒な用事が片づくと、気持ちもすっきり切り替わる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2118,V02-D08-10,0.2,personality,D08,余韻の長さ,-1,false,7,false,candidate,,普段、重い話を聞いたあとは、その気分を長く引きずる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2119,V02-D08-11,0.2,personality,D08,気分転換の選択,1,false,8,false,candidate,,普段、もやもやしたときは、いったん場所を変えてみる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2120,V02-D08-12,0.2,personality,D08,落ち着くまでの時間,-1,false,9,false,candidate,,普段、人とすれ違いがあると、気持ちが落ち着くまで時間がかかる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2121,V02-D08-13,0.2,personality,D08,会話による整理,1,false,4,false,candidate,,普段、気が重くなることがあっても、誰かに話すと気持ちが整理できる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2122,V02-D08-14,0.2,personality,D08,用事後の緊張,-1,false,5,false,candidate,,普段、緊張する用事が済んだあとも、しばらく気持ちが張りつめている。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2123,V02-D09-01,0.2,personality,D09,評価後の安定,1,true,,false,candidate,,普段、周りからの評価が変わっても、自分に対する見方はあまり変わらない。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2124,V02-D09-02,0.2,personality,D09,成功による上昇,-1,true,,false,candidate,,普段、何か一つうまくいくと、自分のこと全体が前より良く思えてくる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2125,V02-D09-03,0.2,personality,D09,失敗後の局所化,1,false,0,false,candidate,,普段、何か一つ失敗しても、自分という人間への見方までは変わらない。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2126,V02-D09-04,0.2,personality,D09,批判による低下,-1,false,1,false,candidate,,普段、意見を批判されると、自分に対する自信まで下がる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2127,V02-D09-05,0.2,personality,D09,比較後の安定,1,false,2,false,candidate,,普段、ほかの人の活躍を見ても、自分に対する評価はそれほど変わらない。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2128,V02-D09-06,0.2,personality,D09,称賛による上昇,-1,false,3,false,candidate,,普段、人にほめられると、自信がぐっと高まる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2129,V02-D09-07,0.2,personality,D09,反応待ちの安定,1,false,4,false,candidate,,普段、自分のしたことに誰も反応しなくても、自分に対する見方は変わらない。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2130,V02-D09-08,0.2,personality,D09,日ごとの変動,-1,false,5,false,candidate,,普段、その日にあったことしだいで、自分に対する評価が上下する。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2131,V02-D09-09,0.2,personality,D09,得意不得意の安定,1,false,6,false,candidate,,普段、得意なことで一度うまくいかなかったくらいでは、自信は揺らがない。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2132,V02-D09-10,0.2,personality,D09,比較による変動,-1,false,7,false,candidate,,普段、自分よりうまくできる人を見ると、自分に対する評価が下がる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2133,V02-D09-11,0.2,personality,D09,称賛後の安定,1,false,8,false,candidate,,普段、よい評価をもらっても、自分に対する見方はそれまでとほとんど変わらない。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2134,V02-D09-12,0.2,personality,D09,採用による変動,-1,false,9,false,candidate,,普段、自分の提案が採用されると、ほかのことにまで自信がわいてくる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2135,V02-D09-13,0.2,personality,D09,出来事との分離,1,false,6,false,candidate,,普段、調子のいい日も悪い日も、自分に対する評価はだいたい同じだ。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2136,V02-D09-14,0.2,personality,D09,反応による変動,-1,false,7,false,candidate,,普段、相手の反応が薄いと、自分のよいところに自信が持てなくなる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2137,V02-D10-01,0.2,personality,D10,成果と損失,1,true,,false,candidate,,普段、失敗すれば手間がむだになるやり方でも、うまくいったときの成果が大きければ選ぶ。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2138,V02-D10-02,0.2,personality,D10,確実な利益,-1,true,,false,candidate,,普段、もっと大きな得を逃すかもしれなくても、確実に手に入るほうを選ぶ。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2139,V02-D10-03,0.2,personality,D10,社会的なリスク,1,false,0,false,candidate,,普段、反対されるかもしれなくても、役に立ちそうな案なら出してみる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2140,V02-D10-04,0.2,personality,D10,時間損失の回避,-1,false,1,false,candidate,,普段、近道でもかえって時間がかかるおそれがあるなら、かかる時間が読める道を選ぶ。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2141,V02-D10-05,0.2,personality,D10,小さな金銭的リスク,1,false,2,false,candidate,,普段、少しのお金がむだになるかもしれなくても、うまくいったときの得を優先して選ぶ。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2142,V02-D10-06,0.2,personality,D10,評判の保全,-1,false,3,false,candidate,,普段、人前で間違えるかもしれないと思うと、発言を控える。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2143,V02-D10-07,0.2,personality,D10,遊びの選択,1,false,4,false,candidate,,普段、ゲームなどの遊びでは、点を失うおそれがあっても、大きく得点できる手を選ぶ。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2144,V02-D10-08,0.2,personality,D10,やり直しの回避,-1,false,5,false,candidate,,普段、早く終わるかもしれないやり方より、やり直しになりにくいやり方を選ぶ。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2145,V02-D10-09,0.2,personality,D10,軽い身体負担,1,false,6,false,candidate,,普段、あとで少し疲れるかもしれなくても、楽しそうなら体を動かすことを選ぶ。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2146,V02-D10-10,0.2,personality,D10,金銭的な確実性,-1,false,7,false,candidate,,普段、もっと得をする見込みがあっても、払ったお金がむだになるおそれは避けたい。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2147,V02-D10-11,0.2,personality,D10,労力の投入,1,false,8,false,candidate,,普段、成果が出ないかもしれなくても、大きく役立ちそうなことには手間をかける。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2148,V02-D10-12,0.2,personality,D10,体調の保全,-1,false,9,false,candidate,,普段、あとに疲れが残りそうなら、楽しそうでも体を動かすのはほどほどにする。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2149,V02-D10-13,0.2,personality,D10,拒否の可能性,1,false,8,false,candidate,,普段、断られるかもしれなくても、かなえば助かる頼みごとなら持ちかけてみる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2150,V02-D10-14,0.2,personality,D10,遊びの損失回避,-1,false,9,false,candidate,,普段、ゲームなどの遊びでは、大きく勝つより、持ち点を減らさないことを優先する。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2151,V02-D11-01,0.2,personality,D11,確実な将来利益,1,true,,false,candidate,,普段、待てば確実に多くもらえるなら、今少しもらうより待つほうを選ぶ。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2152,V02-D11-02,0.2,personality,D11,楽しみの即時性,-1,false,0,false,candidate,,普段、同じ楽しみなら、あとに取っておくより今すぐ味わいたい。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2153,V02-D11-03,0.2,personality,D11,将来の自由時間,1,false,1,false,candidate,,普段、今少し手間をかければ、あとで確実に自由な時間が増えるなら、今のうちに手間をかけておく。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2154,V02-D11-04,0.2,personality,D11,待ち時間の割引,-1,false,2,false,candidate,,普段、あとで確実に少し多くもらえるとしても、今すぐ受け取るほうがいい。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2155,V02-D11-05,0.2,personality,D11,確実な準備効果,1,false,3,false,candidate,,普段、あとで確実に楽になる準備なら、今の自由時間を使ってでもしておきたい。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2156,V02-D11-06,0.2,personality,D11,小さな即時利益,-1,false,4,false,candidate,,普段、少し待てば得が増えるとしても、すぐに使えるほうを重視する。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2157,V02-D11-07,0.2,personality,D11,確実な将来の楽しみ,1,false,5,false,candidate,,普段、あとで確実に長く楽しめるなら、今のちょっとした楽しみは見送る。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2158,V02-D11-08,0.2,personality,D11,現在の休息,-1,false,6,false,candidate,,普段、あとで確実に長く休めるとしても、今休めるほうを選びたい。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2159,V02-D11-09,0.2,personality,D11,将来利益への重み,1,false,7,false,candidate,,普段、確実に手に入るものなら、受け取るのが先になっても魅力は薄れない。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2160,V02-D11-10,0.2,personality,D11,受取時期への重み,-1,false,8,false,candidate,,普段、確実に手に入るものでも、受け取るのが先になるほど魅力が薄れる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2161,V02-D11-11,0.2,personality,D11,確実な節約効果,1,false,9,false,candidate,,普段、待てば確実に同じものがもっと楽に手に入るなら、待つほうを選ぶ。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2162,V02-D11-12,0.2,personality,D11,即時利用の好み,-1,false,0,false,candidate,,普段、待ったほうが確実に得だとわかっていても、すぐに使い始めたい。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2163,V02-D12-01,0.2,personality,D12,根拠の比較,1,true,,false,candidate,,普段、何かを判断するときは、根拠を比べながら考える。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2164,V02-D12-02,0.2,personality,D12,第一印象の重視,-1,true,,false,candidate,,普段、何かを選ぶときは、第一印象を頼りにする。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2165,V02-D12-03,0.2,personality,D12,理由の検討,1,false,0,false,candidate,,普段、よさそうな案でも、どうしてよいのかを考えてみる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2166,V02-D12-04,0.2,personality,D12,直感への信頼,-1,false,1,false,candidate,,普段、理屈より、しっくりくるかどうかを大事にする。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2167,V02-D12-05,0.2,personality,D12,情報の照合,1,false,2,false,candidate,,普段、何かを判断するときは、一つの情報だけでなく複数を見比べる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2168,V02-D12-06,0.2,personality,D12,説明の簡潔さ,-1,false,3,false,candidate,,普段、細かい理由を並べるより、全体の印象で選ぶ。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2169,V02-D12-07,0.2,personality,D12,反対の根拠,1,false,4,false,candidate,,普段、考えがまとまっても、それに反する根拠がないか考える。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2170,V02-D12-08,0.2,personality,D12,経験則の利用,-1,false,5,false,candidate,,普段、慣れていることを判断するときは、細かく分析するより経験からの勘に従う。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2171,V02-D12-09,0.2,personality,D12,条件の整理,1,false,6,false,candidate,,普段、いくつかの案を比べるときは、どこが違うのかを整理する。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2172,V02-D12-10,0.2,personality,D12,思いつきの採用,-1,false,7,false,candidate,,普段、ぱっと思いついた答えを、そのまま判断に使う。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2173,V02-D12-11,0.2,personality,D12,考える楽しさ,1,false,8,false,candidate,,普段、一つの問題をいろいろな角度から考えるのが好きだ。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2174,V02-D12-12,0.2,personality,D12,感覚的な納得,-1,false,9,false,candidate,,普段、筋が通っているかより、自分の感覚に合うかどうかを重視する。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2175,V02-D12-13,0.2,personality,D12,理由の言語化,1,false,1,false,candidate,,普段、何かを選んだら、その理由を言葉にして確かめる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2176,V02-D12-14,0.2,personality,D12,詳細検討の省略,-1,false,2,false,candidate,,普段、それらしい案が見つかれば、細かく比べるのは省く。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2177,V02-D13-01,0.2,personality,D13,決定後の確信,1,true,,false,candidate,,普段、一度選んだら、それでよかったと思えることが多い。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2178,V02-D13-02,0.2,personality,D13,選択前の迷い,-1,false,0,false,candidate,,普段、似たような選択肢があると、長く迷う。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2179,V02-D13-03,0.2,personality,D13,決定の区切り,1,false,1,false,candidate,,普段、判断に必要な情報がそろったら、そこで決める。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2180,V02-D13-04,0.2,personality,D13,選択後の後悔,-1,false,2,false,candidate,,普段、選んだあとで、別のほうがよかったかもしれないと思う。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2181,V02-D13-05,0.2,personality,D13,選択の速さ,1,false,3,false,candidate,,普段、日常のちょっとしたことは、あまり時間をかけずに決められる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2182,V02-D13-06,0.2,personality,D13,決定直前の揺れ,-1,false,4,false,candidate,,普段、決める直前になって、どれにするか気持ちが揺れる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2183,V02-D13-07,0.2,personality,D13,選択の維持,1,false,5,false,candidate,,普段、新しい情報がなければ、一度決めたことはそのままにする。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2184,V02-D13-08,0.2,personality,D13,再確認,-1,false,6,false,candidate,,普段、選んだあとも、ほかの選択肢を見比べ直す。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2185,V02-D13-09,0.2,personality,D13,決定への移行,1,false,7,false,candidate,,普段、よい候補がいくつかあっても、すんなり一つに決められる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2186,V02-D13-10,0.2,personality,D13,選択の保留,-1,false,8,false,candidate,,普段、決めるための情報がそろっても、決断を先延ばしにする。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2187,V02-D13-11,0.2,personality,D13,納得の持続,1,false,9,false,candidate,,普段、選んでから時間がたっても、その選択に納得していられる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2188,V02-D13-12,0.2,personality,D13,決定後の揺れ,-1,false,3,false,candidate,,普段、一度決めたことでも、あとから考え直したくなる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2189,V02-D14-01,0.2,personality,D14,多数派の影響,1,true,,false,candidate,,普段、周りの多くの人が同じ意見だと、自分の考えもそちらに寄っていく。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2190,V02-D14-02,0.2,personality,D14,周囲の熱気,-1,true,,false,candidate,,普段、周りが盛り上がっていても、自分の興味の度合いはあまり変わらない。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2191,V02-D14-03,0.2,personality,D14,周囲の選択,1,false,0,false,candidate,,普段、身近な人がよく選んでいるものを、自分も選びたくなる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2192,V02-D14-04,0.2,personality,D14,意見の維持,-1,false,1,false,candidate,,普段、話し合いで少数派になっても、自分の意見はあまり変えない。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2193,V02-D14-05,0.2,personality,D14,場に応じた表現,1,false,2,false,candidate,,普段、周りの反応を見て、意見の伝え方を変える。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2194,V02-D14-06,0.2,personality,D14,流行の影響,-1,false,3,false,candidate,,普段、何かを選ぶとき、流行っているかどうかはあまり気にしない。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2195,V02-D14-07,0.2,personality,D14,選択の参照,1,false,4,false,candidate,,普段、何かを選ぶ前に、ほかの人が何を選んだかを確かめる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2196,V02-D14-08,0.2,personality,D14,集団の反応,-1,false,5,false,candidate,,普段、みんなが高く評価していても、自分の受けた印象はあまり変わらない。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2197,V02-D14-09,0.2,personality,D14,参加の影響,1,false,6,false,candidate,,普段、みんなが参加すると聞くと、自分も参加したくなる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2198,V02-D14-10,0.2,personality,D14,周囲との比較,-1,false,7,false,candidate,,普段、身近な人と選ぶものが違っても、気にならない。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2199,V02-D14-11,0.2,personality,D14,反応による修正,1,false,8,false,candidate,,普段、自分の発言に周りの反応が薄いと、言い方を変える。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2200,V02-D14-12,0.2,personality,D14,多数派情報の重み,-1,false,9,false,candidate,,普段、「多くの人が選んでいる」と聞いただけでは、選びたい気持ちは変わらない。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2201,V02-D14-13,0.2,personality,D14,場の調子,1,false,4,false,candidate,,普段、一緒にいる人の話し方に、自分の話し方が自然と似てくる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2202,V02-D14-14,0.2,personality,D14,周囲の変化,-1,false,5,false,candidate,,普段、周りの好みが変わっても、自分の好みはたいてい変わらない。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2203,V02-D15-01,0.2,personality,D15,個人の基準,1,true,,false,candidate,,普段、自分に関わることは、自分の基準で選ぶ。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2204,V02-D15-02,0.2,personality,D15,承認の確認,-1,true,,false,candidate,,普段、何かを始める前に、これでいいか誰かに確認したい。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2205,V02-D15-03,0.2,personality,D15,選択の引受け,1,false,0,false,candidate,,普段、身の回りのことは、最後は自分で決めたい。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2206,V02-D15-04,0.2,personality,D15,判断の委任,-1,false,1,false,candidate,,普段、迷ったときは、よく知っている人に決めてもらいたい。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2207,V02-D15-05,0.2,personality,D15,評価基準の設定,1,false,2,false,candidate,,普段、自分のしたことの出来ばえは、自分で決めた基準で判断する。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2208,V02-D15-06,0.2,personality,D15,進め方の依頼,-1,false,3,false,candidate,,普段、新しく始めることは、進め方を誰かに決めてもらったほうが取りかかりやすい。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2209,V02-D15-07,0.2,personality,D15,提案の取捨選択,1,false,4,false,candidate,,普段、アドバイスをもらっても、どこを取り入れるかは自分で選ぶ。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2210,V02-D15-08,0.2,personality,D15,選択への後押し,-1,false,5,false,candidate,,普段、やりたいことがあっても、誰かに背中を押してもらってから動く。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2211,V02-D15-09,0.2,personality,D15,時間配分の裁量,1,false,6,false,candidate,,普段、自由な時間の使い方は、自分で決めたい。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2212,V02-D15-10,0.2,personality,D15,外部基準の利用,-1,false,7,false,candidate,,普段、何を目標にするかは、人が示した目安に合わせて決める。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2213,V02-D15-11,0.2,personality,D15,着手の裁量,1,false,8,false,candidate,,普段、自分にしか関係ないことなら、誰の了解も取らずに始める。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2214,V02-D15-12,0.2,personality,D15,決定の共有欲求,-1,false,9,false,candidate,,普段、ちょっとしたことでも、誰かに相談してから決めたい。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2215,V02-D15-13,0.2,personality,D15,方法の選択,1,false,6,false,candidate,,普段、やり方を自由に選べるときは、自分に合った方法を選ぶ。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2216,V02-D15-14,0.2,personality,D15,評価の委任,-1,false,7,false,candidate,,普段、自分のしたことが十分かどうかは、人の判断に任せる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2217,V02-D16-01,0.2,personality,D16,自己成長,1,true,,false,candidate,,普段、前の自分より少しでも上達すると、もっと頑張りたくなる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2218,V02-D16-02,0.2,personality,D16,順位への関心,-1,true,,false,candidate,,普段、人と何かをするとき、自分が何番目かはあまり気にならない。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2219,V02-D16-03,0.2,personality,D16,勝敗への動機,1,false,0,false,candidate,,普段、勝ち負けがつく場面では、勝ちたいと思う。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2220,V02-D16-04,0.2,personality,D16,到達点の設定,-1,false,1,false,candidate,,普段、楽しめていれば、はっきりした目標は決めなくてもいいと思う。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2221,V02-D16-05,0.2,personality,D16,達成の喜び,1,false,2,false,candidate,,普段、自分で決めた目標に届くことが、続ける励みになる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2222,V02-D16-06,0.2,personality,D16,他者比較の重み,-1,false,3,false,candidate,,普段、ほかの人よりよい結果を出すことには、あまりこだわらない。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2223,V02-D16-07,0.2,personality,D16,向上への欲求,1,false,4,false,candidate,,普段、すでにできることでも、もう一段上を目指したくなる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2224,V02-D16-08,0.2,personality,D16,勝敗の重み,-1,false,5,false,candidate,,普段、遊びでは、勝ち負けよりその時間を楽しむことを大事にする。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
2225,V02-D16-09,0.2,personality,D16,比較からの動機,1,false,6,false,candidate,,普段、同じような目標を持つ人が成果を出すと、自分も負けずに成果を出したくなる。,normal,文面・極性・割当は2026-09-22にkokimizaが承認。旧版0.1とは尺度を接続しない（linking=false）。
