id,code,item_set_version,kind,domain,facet,keyed,anchor,block_no,linking,status,quality_rule,text_ja,screening,note
2129,V02-D09-07,0.2,personality,D09,反応待ちの安定,1,false,4,false,candidate,,普段、自分のしたことに反応がなくても、自分への見方は変わらない。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2130,V02-D09-08,0.2,personality,D09,日ごとの変動,-1,false,5,false,candidate,,普段、その日の出来事によって、自分への評価が変わる。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2131,V02-D09-09,0.2,personality,D09,得意不得意の安定,1,false,6,false,candidate,,普段、一度うまくいかなかった程度では、得意なことへの自信は変わらない。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2132,V02-D09-10,0.2,personality,D09,比較による変動,-1,false,7,false,candidate,,普段、自分よりうまくできる人を見ると、自分への評価が下がる。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2133,V02-D09-11,0.2,personality,D09,称賛後の安定,1,false,8,false,candidate,,普段、よい評価を受けても、自分についての見方はそれまでとほぼ同じだ。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2134,V02-D09-12,0.2,personality,D09,採用による変動,-1,false,9,false,candidate,,普段、自分の提案が採用されると、ほかのことにも自信が出る。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2135,V02-D09-13,0.2,personality,D09,出来事との分離,1,false,6,false,candidate,,普段、調子がよい日も悪い日も、自分への評価はおおむね一定だ。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2136,V02-D09-14,0.2,personality,D09,反応による変動,-1,false,7,false,candidate,,普段、相手の反応が薄いと、自分のよさへの確信が揺らぐ。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2137,V02-D10-01,0.2,personality,D10,成果と損失,1,true,,false,candidate,,普段、失敗すると手間が無駄になる方法でも、大きな成果が見込めれば選ぶ。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2138,V02-D10-02,0.2,personality,D10,確実な利益,-1,true,,false,candidate,,普段、大きな利益を逃す可能性があっても、確実に得られるほうを選ぶ。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2139,V02-D10-03,0.2,personality,D10,社会的なリスク,1,false,0,false,candidate,,普段、反対される可能性があっても、役立ちそうな案は提案する。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2140,V02-D10-04,0.2,personality,D10,時間損失の回避,-1,false,1,false,candidate,,普段、近道でも遠回りになる可能性があるなら、所要時間の確かな道を選ぶ。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2141,V02-D10-05,0.2,personality,D10,小さな金銭的リスク,1,false,2,false,candidate,,普段、少額が無駄になる可能性より、うまくいったときの得を重視して選ぶ。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2142,V02-D10-06,0.2,personality,D10,評判の保全,-1,false,3,false,candidate,,普段、人前で間違える可能性があると、発言を控える。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2143,V02-D10-07,0.2,personality,D10,遊びの選択,1,false,4,false,candidate,,普段、遊びでは、失点の可能性があっても大きく得点できる手を選ぶ。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2144,V02-D10-08,0.2,personality,D10,やり直しの回避,-1,false,5,false,candidate,,普段、速く済む可能性より、やり直しの少なさを重視する。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2145,V02-D10-09,0.2,personality,D10,軽い身体負担,1,false,6,false,candidate,,普段、後で少し疲れる可能性があっても、楽しそうな身体活動を選ぶ。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2146,V02-D10-10,0.2,personality,D10,金銭的な確実性,-1,false,7,false,candidate,,普段、追加の得が見込めても、払った分が無駄になる可能性は避けたい。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2147,V02-D10-11,0.2,personality,D10,労力の投入,1,false,8,false,candidate,,普段、成果が出ない可能性があっても、大きく役立ちそうなことに手間をかける。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2148,V02-D10-12,0.2,personality,D10,体調の保全,-1,false,9,false,candidate,,普段、後で疲れが残りそうなら、楽しそうでも身体を動かす量を控える。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2149,V02-D10-13,0.2,personality,D10,拒否の可能性,1,false,8,false,candidate,,普段、断られる可能性があっても、実現すると助かる頼みごとは持ちかける。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2150,V02-D10-14,0.2,personality,D10,遊びの損失回避,-1,false,9,false,candidate,,普段、遊びでは、大きく勝つことより持ち点を減らさないことを選ぶ。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2151,V02-D11-01,0.2,personality,D11,確実な将来利益,1,true,,false,candidate,,普段、後で確実に多く受け取れるなら、今少なく受け取るより待つほうを選ぶ。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2152,V02-D11-02,0.2,personality,D11,楽しみの即時性,-1,false,0,false,candidate,,普段、同じ楽しみなら、後に延ばすより今味わいたい。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2153,V02-D11-03,0.2,personality,D11,将来の自由時間,1,false,1,false,candidate,,普段、今少し手間をかければ後で確実に自由な時間が増えるときは、今の手間を選ぶ。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2154,V02-D11-04,0.2,personality,D11,待ち時間の割引,-1,false,2,false,candidate,,普段、後で確実に少し多くもらえるとしても、今すぐ受け取るほうを好む。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2155,V02-D11-05,0.2,personality,D11,確実な準備効果,1,false,3,false,candidate,,普段、後で確実に楽になる準備なら、今の自由時間を使いたい。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2156,V02-D11-06,0.2,personality,D11,小さな即時利益,-1,false,4,false,candidate,,普段、先にもらえる利益が少し増えることより、すぐに使えることを重視する。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2157,V02-D11-07,0.2,personality,D11,確実な将来の楽しみ,1,false,5,false,candidate,,普段、後で確実に長く楽しめるなら、今は短い楽しみを見送る。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2158,V02-D11-08,0.2,personality,D11,現在の休息,-1,false,6,false,candidate,,普段、後で確実に休む時間が増えても、今休めるほうを選びたい。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2159,V02-D11-09,0.2,personality,D11,将来利益への重み,1,false,7,false,candidate,,普段、確実に得られるものなら、受け取る日が先でも魅力を感じる。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2160,V02-D11-10,0.2,personality,D11,受取時期への重み,-1,false,8,false,candidate,,普段、確実にもらえるものでも、受け取る日が遠いと魅力が薄れる。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2161,V02-D11-11,0.2,personality,D11,確実な節約効果,1,false,9,false,candidate,,普段、待てば確実に同じものを少ない負担で得られるなら、待つほうを選ぶ。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2162,V02-D11-12,0.2,personality,D11,即時利用の好み,-1,false,0,false,candidate,,普段、待てば確実に有利になる場合でも、今から使い始めたい。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2163,V02-D12-01,0.2,personality,D12,根拠の比較,1,true,,false,candidate,,普段、何かを判断するときは、その根拠を比べて考える。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2164,V02-D12-02,0.2,personality,D12,第一印象の重視,-1,true,,false,candidate,,普段、選ぶときは、最初に感じた印象を頼りにする。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2165,V02-D12-03,0.2,personality,D12,理由の検討,1,false,0,false,candidate,,普段、よさそうな案でも、なぜよいのかを考える。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2166,V02-D12-04,0.2,personality,D12,直感への信頼,-1,false,1,false,candidate,,普段、理由を言葉にするより、しっくりくる感覚を重視する。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2167,V02-D12-05,0.2,personality,D12,情報の照合,1,false,2,false,candidate,,普段、判断の材料は、一つだけでなく複数を見比べる。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2168,V02-D12-06,0.2,personality,D12,説明の簡潔さ,-1,false,3,false,candidate,,普段、細かな理由を並べるより、全体の印象で選ぶ。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2169,V02-D12-07,0.2,personality,D12,反対の根拠,1,false,4,false,candidate,,普段、考えがまとまったときも、反対の根拠がないか考える。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2170,V02-D12-08,0.2,personality,D12,経験則の利用,-1,false,5,false,candidate,,普段、慣れた判断では、細かく分析するより経験から感じたことに従う。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2171,V02-D12-09,0.2,personality,D12,条件の整理,1,false,6,false,candidate,,普段、案を比べるときは、どの条件が違うか整理する。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2172,V02-D12-10,0.2,personality,D12,思いつきの採用,-1,false,7,false,candidate,,普段、自然に思いついた答えを、そのまま判断の手がかりにする。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2173,V02-D12-11,0.2,personality,D12,考える楽しさ,1,false,8,false,candidate,,普段、一つの問題をいろいろな角度から考えるのが好きだ。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2174,V02-D12-12,0.2,personality,D12,感覚的な納得,-1,false,9,false,candidate,,普段、説明の筋道より、自分の感覚に合うかを重視する。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2175,V02-D12-13,0.2,personality,D12,理由の言語化,1,false,1,false,candidate,,普段、自分が選んだ理由を、言葉にして確かめる。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2176,V02-D12-14,0.2,personality,D12,詳細検討の省略,-1,false,2,false,candidate,,普段、もっともらしい案があれば、細かな比較は省く。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2177,V02-D13-01,0.2,personality,D13,決定後の確信,1,true,,false,candidate,,普段、一度選んだ後は、その選択でよかったと思うことが多い。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2178,V02-D13-02,0.2,personality,D13,選択前の迷い,-1,false,0,false,candidate,,普段、似た選択肢の間で長く迷う。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2179,V02-D13-03,0.2,personality,D13,決定の区切り,1,false,1,false,candidate,,普段、必要な材料がそろったら、選択に区切りをつける。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2180,V02-D13-04,0.2,personality,D13,選択後の後悔,-1,false,2,false,candidate,,普段、選んだ後に、別のほうがよかったかもしれないと思う。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2181,V02-D13-05,0.2,personality,D13,選択の速さ,1,false,3,false,candidate,,普段、日常の小さな選択は、あまり時間をかけずに決まる。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2182,V02-D13-06,0.2,personality,D13,決定直前の揺れ,-1,false,4,false,candidate,,普段、決める直前になって、候補の間で気持ちが揺れる。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2183,V02-D13-07,0.2,personality,D13,選択の維持,1,false,5,false,candidate,,普段、新しい情報がなければ、一度決めたことはそのままにする。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2184,V02-D13-08,0.2,personality,D13,再確認,-1,false,6,false,candidate,,普段、選んだ後も、ほかの選択肢を確かめる。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2185,V02-D13-09,0.2,personality,D13,決定への移行,1,false,7,false,candidate,,普段、いくつかよい候補があるときも、一つを選べる。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2186,V02-D13-10,0.2,personality,D13,選択の保留,-1,false,8,false,candidate,,普段、決めるための材料がそろっても、選択を先延ばしにする。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2187,V02-D13-11,0.2,personality,D13,納得の持続,1,false,9,false,candidate,,普段、選んだ後に時間がたっても、その選択への納得は続く。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2188,V02-D13-12,0.2,personality,D13,決定後の揺れ,-1,false,3,false,candidate,,普段、一度決めた後も、考え直したくなる。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2189,V02-D14-01,0.2,personality,D14,多数派の影響,1,true,,false,candidate,,普段、周りの多くの人が同じ意見だと、自分の見方もそちらに近づく。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2190,V02-D14-02,0.2,personality,D14,周囲の熱気,-1,true,,false,candidate,,普段、周りが盛り上がっていても、自分の関心の強さはあまり変わらない。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2191,V02-D14-03,0.2,personality,D14,周囲の選択,1,false,0,false,candidate,,普段、身近な人がよく選んでいるものを、自分も選びたくなる。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2192,V02-D14-04,0.2,personality,D14,意見の維持,-1,false,1,false,candidate,,普段、話し合いで少数派になっても、意見の内容はあまり変わらない。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2193,V02-D14-05,0.2,personality,D14,場に応じた表現,1,false,2,false,candidate,,普段、周りの反応を見て、意見の伝え方を変える。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2194,V02-D14-06,0.2,personality,D14,流行の影響,-1,false,3,false,candidate,,普段、流行しているかどうかは、自分の選択にあまり影響しない。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2195,V02-D14-07,0.2,personality,D14,選択の参照,1,false,4,false,candidate,,普段、自分が選ぶ前に、ほかの人が何を選んだかを見る。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2196,V02-D14-08,0.2,personality,D14,集団の反応,-1,false,5,false,candidate,,普段、皆が高く評価していても、自分が感じた印象はあまり変わらない。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2197,V02-D14-09,0.2,personality,D14,参加の影響,1,false,6,false,candidate,,普段、皆が参加すると聞くと、自分も参加したくなる。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2198,V02-D14-10,0.2,personality,D14,周囲との比較,-1,false,7,false,candidate,,普段、身近な人と選ぶものが違っていても、気にならない。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2199,V02-D14-11,0.2,personality,D14,反応による修正,1,false,8,false,candidate,,普段、発言への周りの反応が薄いと、言い方を変える。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2200,V02-D14-12,0.2,personality,D14,多数派情報の重み,-1,false,9,false,candidate,,普段、多くの人が選んだという情報だけでは、選びたい気持ちは変わらない。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2201,V02-D14-13,0.2,personality,D14,場の調子,1,false,4,false,candidate,,普段、一緒にいる人の話し方に、自分の話し方が近づく。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2202,V02-D14-14,0.2,personality,D14,周囲の変化,-1,false,5,false,candidate,,普段、周りの好みが変わっても、自分の好みはそのままであることが多い。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2203,V02-D15-01,0.2,personality,D15,個人の基準,1,true,,false,candidate,,普段、自分に関わることは、自分の基準で選ぶ。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2204,V02-D15-02,0.2,personality,D15,承認の確認,-1,true,,false,candidate,,普段、何かを始める前に、誰かにそれでよいか確かめたい。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2205,V02-D15-03,0.2,personality,D15,選択の引受け,1,false,0,false,candidate,,普段、身近な選択は、最後は自分で決めたい。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2206,V02-D15-04,0.2,personality,D15,判断の委任,-1,false,1,false,candidate,,普段、迷ったときは、よく知る人に決めてもらいたい。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2207,V02-D15-05,0.2,personality,D15,評価基準の設定,1,false,2,false,candidate,,普段、取り組んだことの出来は、自分で決めた基準で確かめる。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2208,V02-D15-06,0.2,personality,D15,進め方の依頼,-1,false,3,false,candidate,,普段、新しく取り組むことでは、進め方を誰かに決めてもらうと取りかかりやすい。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2209,V02-D15-07,0.2,personality,D15,提案の取捨選択,1,false,4,false,candidate,,普段、助言を受けても、取り入れる部分は自分で選ぶ。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2210,V02-D15-08,0.2,personality,D15,選択への後押し,-1,false,5,false,candidate,,普段、自分の希望があっても、誰かの後押しを得てから動く。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2211,V02-D15-09,0.2,personality,D15,時間配分の裁量,1,false,6,false,candidate,,普段、自由な時間の使い方は、自分で決めたい。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2212,V02-D15-10,0.2,personality,D15,外部基準の利用,-1,false,7,false,candidate,,普段、何を目指すかは、誰かが示した目安に沿って決める。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2213,V02-D15-11,0.2,personality,D15,着手の裁量,1,false,8,false,candidate,,普段、自分だけに関わることなら、承認を求めずに始める。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2214,V02-D15-12,0.2,personality,D15,決定の共有欲求,-1,false,9,false,candidate,,普段、小さな選択でも、誰かと相談してから決めたい。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2215,V02-D15-13,0.2,personality,D15,方法の選択,1,false,6,false,candidate,,普段、自由に進められることでは、自分に合う方法を選ぶ。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2216,V02-D15-14,0.2,personality,D15,評価の委任,-1,false,7,false,candidate,,普段、自分のしたことが十分かどうかは、誰かの判断を頼りにする。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2217,V02-D16-01,0.2,personality,D16,自己成長,1,true,,false,candidate,,普段、以前の自分より少しでも上達すると、さらに取り組みたくなる。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2218,V02-D16-02,0.2,personality,D16,順位への関心,-1,true,,false,candidate,,普段、人と一緒に何かをしても、自分の順位はあまり気にならない。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2219,V02-D16-03,0.2,personality,D16,勝敗への動機,1,false,0,false,candidate,,普段、勝ち負けのある場面では、勝つことを目指したくなる。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2220,V02-D16-04,0.2,personality,D16,到達点の設定,-1,false,1,false,candidate,,普段、楽しめていれば、目に見える到達点を決めなくてもよいと思う。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2221,V02-D16-05,0.2,personality,D16,達成の喜び,1,false,2,false,candidate,,普段、自分で決めた目標に届くことが、取り組む励みになる。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2222,V02-D16-06,0.2,personality,D16,他者比較の重み,-1,false,3,false,candidate,,普段、ほかの人よりよい結果を出すことには、あまりこだわらない。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2223,V02-D16-07,0.2,personality,D16,向上への欲求,1,false,4,false,candidate,,普段、できることでも、もう一段よくしたいと思う。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2224,V02-D16-08,0.2,personality,D16,勝敗の重み,-1,false,5,false,candidate,,普段、遊びでは、結果より過ごす時間そのものを楽しむ。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2225,V02-D16-09,0.2,personality,D16,比較からの動機,1,false,6,false,candidate,,普段、近い目標を持つ人の成果を見ると、自分も成果を出したくなる。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2226,V02-D16-10,0.2,personality,D16,上達への満足,-1,false,7,false,candidate,,普段、慣れたことでは、今の程度を保てれば十分だと思う。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2227,V02-D16-11,0.2,personality,D16,挑戦目標,1,false,8,false,candidate,,普段、少し難しい到達点があるほうが、取り組む気持ちが高まる。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2228,V02-D16-12,0.2,personality,D16,成果の可視化,-1,false,9,false,candidate,,普段、成果がはっきり見えなくても、取り組む楽しさは変わらない。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2229,V02-D16-13,0.2,personality,D16,自己比較の動機,1,false,8,false,candidate,,普段、自分の以前の記録を上回ることを目指す。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2230,V02-D16-14,0.2,personality,D16,目標後の休止,-1,false,9,false,candidate,,普段、一つ達成した後は、次の目標をすぐには求めない。,normal,公開前レビュー用。文面・極性・割当は未承認。旧版との尺度接続は未検証。
2901,V02-Q01,0.2,quality,,注意確認,,false,,false,candidate,"{""type"":""attention"",""expect"":2}",この項目は回答操作の確認です。「あまりあてはまらない」（2）を選んでください。,normal,公開前レビュー用。人格推定の変数に含めない。
2902,V02-Q02,0.2,quality,,注意確認,,false,,false,candidate,"{""type"":""attention"",""expect"":4}",この項目では、普段の自分に関係なく「ややあてはまる」（4）を選んでください。,normal,公開前レビュー用。人格推定の変数に含めない。
2903,V02-Q03,0.2,quality,,再質問,,false,,false,candidate,"{""type"":""repeat"",""of"":""V02-D01-01""}",普段、身近な人との会話を自分のほうから始める。,normal,公開前レビュー用。人格推定の変数に含めない。
2904,V02-Q04,0.2,quality,,再質問,,false,,false,candidate,"{""type"":""repeat"",""of"":""V02-D04-01""}",普段、経験のない方法を自分でも試してみたくなる。,normal,公開前レビュー用。人格推定の変数に含めない。
2905,V02-Q05,0.2,quality,,再質問,,false,,false,candidate,"{""type"":""repeat"",""of"":""V02-D06-01""}",普段、用事がいくつかあるときは、先に順序を決める。,normal,公開前レビュー用。人格推定の変数に含めない。
2906,V02-Q06,0.2,quality,,再質問,,false,,false,candidate,"{""type"":""repeat"",""of"":""V02-D07-01""}",普段、よい知らせを受けると、すぐにうれしい気持ちになる。,normal,公開前レビュー用。人格推定の変数に含めない。
2907,V02-Q07,0.2,quality,,再質問,,false,,false,candidate,"{""type"":""repeat"",""of"":""V02-D12-01""}",普段、判断をする際には、理由を比べながら考える。,normal,公開前レビュー用。人格推定の変数に含めない。
2908,V02-Q08,0.2,quality,,再質問,,false,,false,candidate,"{""type"":""repeat"",""of"":""V02-D15-01""}",普段、自分のことを選ぶときは、自分なりの基準を使う。,normal,公開前レビュー用。人格推定の変数に含めない。
